Province/State,Country/Region,Lat,Long,4/20/20
Louisiana,US,32.05457447,-93.74130302,158
Louisiana,US,30.53842039,-91.09777565,1534
Louisiana,US,32.73926954,-91.23425694,1
Louisiana,US,30.84425359,-91.04976723,95
Louisiana,US,30.72985248,-92.39915924,43
Louisiana,US,32.13675181,-91.67589857,83
Louisiana,US,31.59882456,-92.56124347,12
Louisiana,US,29.86803617,-91.75871777,194
Louisiana,US,30.25734305,-91.3499598,282
Louisiana,US,32.30251776,-92.55692092,15
Louisiana,US,29.74075478,-90.11115756,5761
Louisiana,US,30.26896765,-92.81210004,55
Louisiana,US,30.2049055,-92.06959876,423
Louisiana,US,29.52470226,-90.40976986,573
Louisiana,US,31.67884782,-92.15907765,14
Louisiana,US,32.6003154,-92.6659741,51
Louisiana,US,30.44143993,-90.73061664,149
Louisiana,US,32.36918118,-91.23973355,4
Louisiana,US,32.81686191,-91.80421614,38
Louisiana,US,31.72321584,-93.09816516,58
Louisiana,US,30.06971951,-89.92660315,6148
Louisiana,US,32.47645559,-92.15704172,518
Louisiana,US,29.42245447,-89.60322085,164
Louisiana,US,30.71409502,-91.60209535,71
Louisiana,US,31.19778499,-92.52997303,210
Louisiana,US,32.09530039,-93.34213308,21
Louisiana,US,32.41391005,-91.76634876,34
Louisiana,US,31.56388699,-93.55433981,13
Louisiana,US,29.87761636,-89.51887093,423
Louisiana,US,29.90709658,-90.35555967,508
Louisiana,US,30.82210324,-90.71013176,20
Louisiana,US,30.02531716,-90.80212061,222
Louisiana,US,30.12597499,-90.4753503,669
Louisiana,US,30.59724262,-92.00135806,136
Louisiana,US,30.13112107,-91.61403569,193
Louisiana,US,29.69262097,-91.44702164,156
Louisiana,US,30.40942847,-89.95642711,1057
Louisiana,US,30.62888673,-90.40664996,452
Louisiana,US,32.00760749,-91.32915234,1
Louisiana,US,29.37343766,-90.82626855,342
Louisiana,US,32.83121059,-92.3749373,79
Louisiana,US,29.83517605,-92.30292538,33
Louisiana,US,31.10884837,-93.18153838,14
Louisiana,US,30.85288548,-90.03866652,195
Louisiana,US,32.70847669,-93.33121835,78
Louisiana,US,30.46058217,-91.30989571,90
Louisiana,US,32.78550125,-91.461201,4
Louisiana,US,30.87882871,-91.4148538,78
Louisiana,US,31.94449367,-92.63789413,19
Maine,US,44.1664747,-70.20380627,35
Maine,US,46.65926321,-68.59841248,2
Maine,US,43.8370751,-70.37226999,380
Maine,US,44.97330019,-70.44381045,13
Maine,US,44.59816444,-68.38401854,6
Maine,US,44.40759555,-69.76738544,97
Maine,US,44.11486325,-69.10529169,12
Maine,US,44.05996956,-69.54227124,12
Maine,US,44.49952995,-70.75682123,14
Maine,US,45.40194593,-68.65020455,44
Maine,US,45.83839062,-69.2860223,1
Maine,US,43.95415864,-69.85074999,16
Maine,US,45.51229767,-69.95995554,16
Maine,US,44.4858305,-69.12061935,43
Maine,US,45.01607142,-67.62813524,2
Maine,US,43.47808377,-70.71052375,181
Maryland,US,39.62357628,-78.69280486,32
Maryland,US,39.00670238,-76.60329337,1098
Maryland,US,39.45784712,-76.62911955,1875
Maryland,US,38.53961642,-76.56820632,114
Maryland,US,38.87172293,-75.82904158,39
Maryland,US,39.56453592,-77.02373735,335
Maryland,US,39.56647682,-75.94627411,134
Maryland,US,38.51092331,-76.98580666,392
Maryland,US,38.45413522,-76.02752426,23
Maryland,US,39.47296601,-77.39999394,616
Maryland,US,39.52786077,-79.27355126,4
Maryland,US,39.55010644,-76.30775940000002,226
Maryland,US,39.25305293,-76.93126208,538
Maryland,US,39.24976208,-76.04741541,28
Maryland,US,39.13676329,-77.20358245,2647
Maryland,US,38.83070039,-76.8496441,3583
Maryland,US,39.06198912,-76.03530977,26
Maryland,US,38.30058422,-76.60629279999998,107
Maryland,US,38.1163542,-75.75118623,11
Maryland,US,38.76618159,-76.10882561,22
Maryland,US,39.60835778,-77.82002295,123
Maryland,US,38.37301947,-75.62705831,166
Maryland,US,38.21274277,-75.33200012,34
Maryland,US,39.30211911,-76.61151012,1511
Massachusetts,US,41.72980578,-70.28854339,632
Massachusetts,US,42.37428441,-73.20524838,387
Massachusetts,US,41.79228404,-71.10872211,1731
Massachusetts,US,42.6687626,-70.94687179,5153
Massachusetts,US,42.58119713,-72.58602547,181
Massachusetts,US,42.13440424,-72.63235561,2337
Massachusetts,US,42.33997957,-72.65898478,317
Massachusetts,US,42.48607732,-71.39049229,8737
Massachusetts,US,42.16073095,-71.20530408,3789
Massachusetts,US,41.94070556,-70.80802823,2832
Massachusetts,US,42.3279514,-71.07850442,8074
Massachusetts,US,42.35026951,-71.90493363,3069
Michigan,US,44.6846864,-83.59507875,4
Michigan,US,42.59147037,-85.89102866,42
Michigan,US,45.03477666,-83.62212411,15
Michigan,US,44.99690221,-85.15503082,9
Michigan,US,44.0636262,-83.89277559,12
Michigan,US,42.59513984,-85.30834519,26
Michigan,US,43.70639106,-83.98731479,85
Michigan,US,44.63899297,-86.01608482,4
Michigan,US,41.95447397,-86.41313079999998,164
Michigan,US,41.91600556,-85.05929476,40
Michigan,US,42.24633834,-85.00493569,148
Michigan,US,41.91522292,-85.99405727,22
Michigan,US,45.37790017,-85.19614053,12
Michigan,US,45.44787015,-84.50122149,14
Michigan,US,46.29552653,-84.54353449,2
Michigan,US,43.98794227,-84.84819859999998,9
Michigan,US,42.94400871,-84.60145248,104
Michigan,US,44.68255561,-84.61006219,29
Michigan,US,45.90484910000001,-86.9080745,13
Michigan,US,46.00999672,-87.86961634,3
Michigan,US,42.59599185,-84.83740035,90
Michigan,US,45.52625509,-84.89083249,21
Michigan,US,43.02244215,-83.70589709,1256
Michigan,US,43.98901072,-84.38774817,9
Michigan,US,46.40862701,-89.69377193,4
Michigan,US,44.69565625,-85.55585247,19
Michigan,US,43.29265605,-84.60505416,8
Michigan,US,41.88753639,-84.59312019,90
Michigan,US,46.89988536,-88.68495385,2
Michigan,US,43.83353985,-83.04078453,10
Michigan,US,42.59716886,-84.37472069,314
Michigan,US,42.94502238,-85.07413319,23
Michigan,US,44.35486835,-83.63484895,13
Michigan,US,43.64060976,-84.84664923,52
Michigan,US,42.24807035,-84.42258681,260
Michigan,US,42.24542231,-85.53038622,185
Michigan,US,44.68512729,-85.09085699,17
Michigan,US,43.03197711,-85.54934642,550
Michigan,US,43.99050893,-85.802173,2
Michigan,US,43.09052506,-83.22153148,145
Michigan,US,44.94430054,-85.80150326,7
Michigan,US,41.89475156,-84.06603727,65
Michigan,US,42.60302282,-83.91297209,288
Michigan,US,46.47227431,-85.54471223,1
Michigan,US,46.07028979,-85.04980537,4
Michigan,US,42.69158356,-82.92752801,4425
Michigan,US,44.33352407,-86.05626916,11
Michigan,US,46.4338914,-87.64043701,32
Michigan,US,43.99509218,-86.24988902,4
Michigan,US,43.64064262,-85.32463223,13
Michigan,US,45.58038692,-87.55370409,1
Michigan,US,43.64330771,-84.38804374,47
Michigan,US,44.33772443,-85.09256478,5
Michigan,US,41.92734151,-83.53749864,236
Michigan,US,43.31082541,-85.15252824,26
Michigan,US,45.0275929,-84.12696227,4
Michigan,US,43.29123859,-86.15176712,149
Michigan,US,43.554374,-85.80070107,7
Michigan,US,42.66090111,-83.38595416,6178
Michigan,US,43.64124435,-86.26726673,3
Michigan,US,44.33481032,-84.12725175,6
Michigan,US,43.98992088,-85.32566756,7
Michigan,US,44.68192279,-84.12939244,4
Michigan,US,45.02085831,-84.59898295,72
Michigan,US,42.95996803,-85.9969107,119
Michigan,US,45.34018577,-83.91498656,2
Michigan,US,44.33473082,-84.61067651,11
Michigan,US,43.33433923,-84.05131209999998,419
Michigan,US,42.92655373,-82.67937954,252
Michigan,US,41.91441767,-85.52797979,25
Michigan,US,43.42406072,-82.82055898,32
Michigan,US,46.19235734,-86.19972234,3
Michigan,US,42.95392800000001,-84.14585902,109
Michigan,US,43.46606813,-83.41897025,63
Michigan,US,42.25190229,-86.01939087,33
Michigan,US,42.253105,-83.83853204,878
Michigan,US,42.28098405,-83.281255,13912
Michigan,US,44.33853602,-85.57712739,7
Minnesota,US,46.60962049,-93.4116826,1
Minnesota,US,45.27476015,-93.24604565,95
Minnesota,US,46.93479392,-95.67158144,1
Minnesota,US,47.97373527,-94.93732139,5
Minnesota,US,45.69804958,-93.99514135,4
Minnesota,US,45.42712824,-96.41403739,1
Minnesota,US,44.03554215,-94.06699781,24
Minnesota,US,44.24205652,-94.72562874,7
Minnesota,US,46.59180601,-92.67601019,37
Minnesota,US,44.82017001,-93.8009918,14
Minnesota,US,46.95043611,-94.32603968,4
Minnesota,US,45.02343421,-95.56403693,1
Minnesota,US,45.5021011,-92.90861945,7
Minnesota,US,46.89289518,-96.48761922,62
Minnesota,US,47.57992111,-95.37790562,3
Minnesota,US,44.00715262,-95.18138802,6
Minnesota,US,46.48096553,-94.06755609,20
Minnesota,US,44.67172617,-93.06299363,124
Minnesota,US,44.02238415,-92.86244324,18
Minnesota,US,45.93348491,-95.45335469,2
Minnesota,US,43.67381499,-93.94787458,4
Minnesota,US,43.67394126,-92.08980382,11
Minnesota,US,43.67385583,-93.34884422,33
Minnesota,US,44.40849741,-92.7234195,19
Minnesota,US,45.00761521,-93.47694895,975
Minnesota,US,43.67129565,-91.49143057,1
Minnesota,US,45.56181234,-93.29487636,6
Minnesota,US,47.51009045,-93.63092229,2
Minnesota,US,43.67423373,-95.15398258,2
Minnesota,US,45.1526059,-95.00586446,3
Minnesota,US,48.77754106,-96.78317184,1
Minnesota,US,48.24539665,-93.78352843,1
Minnesota,US,44.9973857,-96.17488219,1
Minnesota,US,44.37136597,-93.72844721,22
Minnesota,US,44.41311883,-96.26688165,2
Minnesota,US,44.41327865,-95.83806103,5
Minnesota,US,44.82367677,-94.27287017,3
Minnesota,US,47.32557075,-95.80921485,1
Minnesota,US,48.35825983,-96.37017407,1
Minnesota,US,43.67429718,-94.55099908,41
Minnesota,US,45.12328869,-94.52839455,3
Minnesota,US,45.93705297,-93.63236823,1
Minnesota,US,46.01265363,-94.27341528,1
Minnesota,US,43.67142874,-92.75234549,26
Minnesota,US,44.02216709,-95.76328482,3
Minnesota,US,44.35291112,-94.24710352,7
Minnesota,US,43.67434621,-95.75329576,76
Minnesota,US,47.32628443,-96.45620947,5
Minnesota,US,44.00374114,-92.40209944,197
Minnesota,US,46.40846929,-95.70835255,6
Minnesota,US,46.12105238,-92.74070188,11
Minnesota,US,44.02301619,-96.25841142,2
Minnesota,US,47.77372465,-96.40134647,3
Minnesota,US,45.01625271,-93.09872295,202
Minnesota,US,47.87197525,-96.09561104,2
Minnesota,US,44.40555844,-95.25207021,1
Minnesota,US,44.72836381,-94.94553734,3
Minnesota,US,44.3543376,-93.29658715,7
Minnesota,US,43.67482683,-96.25296832,4
Minnesota,US,48.77501878,-95.81079919,1
Minnesota,US,47.6048407,-92.46879855,52
Minnesota,US,44.6490231,-93.53340251,27
Minnesota,US,45.44447208,-93.77617511,13
Minnesota,US,44.5796592,-94.23164924,1
Minnesota,US,45.55192576,-94.61078221,17
Minnesota,US,44.02240351,-93.22627088,9
Minnesota,US,45.2829032,-95.68264092,1
Minnesota,US,46.06996226,-94.89785296,3
Minnesota,US,45.77298854,-96.47062949,2
Minnesota,US,44.28424356,-92.23121312,8
Minnesota,US,44.02211116,-93.58720034,3
Minnesota,US,45.03864533,-92.88429635,97
Minnesota,US,43.97823903,-94.61413846,4
Minnesota,US,46.35721532,-96.4684375,9
Minnesota,US,43.98772283,-91.78081305,61
Minnesota,US,45.17297924,-93.96234781,25
Minnesota,US,44.71710183,-95.86842453,3
Mississippi,US,31.47669768,-91.35326037,83
Mississippi,US,34.88084463,-88.57996173,7
Mississippi,US,31.17467303,-90.80501621,17
Mississippi,US,33.08658803,-89.57838564,44
Mississippi,US,34.81681228,-89.18945516,8
Mississippi,US,33.79696941,-90.87372121,85
Mississippi,US,33.93683395,-89.33686647,42
Mississippi,US,33.44834567,-89.91994479,14
Mississippi,US,33.91983202,-88.9481545,45
Mississippi,US,33.34598242,-89.24809382,13
Mississippi,US,31.97061673,-90.90702196,10
Mississippi,US,32.04158545,-88.68896219999998,29
Mississippi,US,33.65358105,-88.77784255,26
Mississippi,US,34.22772299,-90.60415045,49
Mississippi,US,31.86977774,-90.44565118,46
Mississippi,US,31.63225413,-89.55389939,33
Mississippi,US,34.87625235,-89.99091418,238
Mississippi,US,31.18961454,-89.25832496,147
Mississippi,US,31.47786634,-90.89672989,16
Mississippi,US,30.86259065,-88.64436789,10
Mississippi,US,31.21444233,-88.63922281,3
Mississippi,US,33.77036166,-89.80245083,26
Mississippi,US,30.41830223,-89.48851033,53
Mississippi,US,30.51359752,-89.12467576,145
Mississippi,US,32.2656285,-90.44435448,347
Mississippi,US,33.12345854,-90.08923538,60
Mississippi,US,33.12825718,-90.52252707,12
Mississippi,US,34.27993475,-88.3606733,26
Mississippi,US,30.54020656,-88.64184064,209
Mississippi,US,32.01922104,-89.11786866,23
Mississippi,US,31.73397872,-91.03764977,6
Mississippi,US,31.56884708,-89.82670990000004,10
Mississippi,US,31.62257767,-89.16896899999998,74
Mississippi,US,32.75462946,-88.64105766,21
Mississippi,US,34.35687874,-89.48490961,67
Mississippi,US,31.20572971,-89.5077704,71
Mississippi,US,32.40419769,-88.66229662,220
Mississippi,US,31.55147224,-90.10841127,17
Mississippi,US,32.7536828,-89.52402044,86
Mississippi,US,34.291877500000005,-88.68149954,63
Mississippi,US,33.55545125,-90.29900733,105
Mississippi,US,31.53288662,-90.45391915,107
Mississippi,US,33.47386518,-88.44191529999998,34
Mississippi,US,32.63389156,-90.03513564,140
Mississippi,US,31.23132643,-89.8209217,47
Mississippi,US,34.76216286,-89.50299462,38
Mississippi,US,33.89236763,-88.4808438,75
Mississippi,US,33.49419589,-89.61729103,15
Mississippi,US,32.75339664,-89.11726492,73
Mississippi,US,32.40021118,-89.11843336,30
Mississippi,US,33.11009499,-88.56949061,22
Mississippi,US,33.42491685,-88.87905132,43
Mississippi,US,34.36398677,-89.95064249,36
Mississippi,US,30.77090935,-89.58677275,132
Mississippi,US,31.17161885,-88.99281835,22
Mississippi,US,31.17507789,-90.40392572,115
Mississippi,US,34.226046000000004,-89.03636807,18
Mississippi,US,34.61810501,-88.51986294,25
Mississippi,US,34.25157572,-90.28908,13
Mississippi,US,32.26469147,-89.94537876,141
Mississippi,US,32.406704100000006,-89.53789439,148
Mississippi,US,32.88149103,-90.8159538,3
Mississippi,US,31.91282117,-89.91716179,28
Mississippi,US,32.01744532,-89.50644846,47
Mississippi,US,30.79187949,-89.11547539,19
Mississippi,US,33.60192578,-90.58882684,47
Mississippi,US,33.95339918,-90.1729398,8
Mississippi,US,34.65133709,-89.94485778,34
Mississippi,US,34.76872156,-88.90988194,47
Mississippi,US,34.74023475,-88.23917219,4
Mississippi,US,34.64967704,-90.37481167,32
Mississippi,US,34.49162015,-89.00776006,11
Mississippi,US,31.14971548,-90.10446654,24
Mississippi,US,32.35810271,-90.83352619,22
Mississippi,US,33.28392041,-90.94196237,71
Mississippi,US,31.64135687,-88.69573913,12
Mississippi,US,33.61300486,-89.28392912,15
Mississippi,US,31.16078225,-91.31018819,61
Mississippi,US,33.08747908,-89.03391385,36
Mississippi,US,34.02824175,-89.70762049999998,16
Mississippi,US,32.77890365,-90.39656148,95
Missouri,US,40.19058551,-92.60078167,12
Missouri,US,39.98492163,-94.80163024,1
Missouri,US,40.43238737,-95.42970639,2
Missouri,US,36.70978521,-93.82919888,4
Missouri,US,38.25271289,-94.34113157,6
Missouri,US,38.29503305,-93.28756116,3
Missouri,US,37.32449052,-90.02725304,3
Missouri,US,38.99186229,-92.30723575,94
Missouri,US,39.65816401,-94.80138942,32
Missouri,US,36.71462476,-90.40421163,24
Missouri,US,39.65620858,-93.98308093,2
Missouri,US,38.83674754,-91.92186505,21
Missouri,US,38.02199522,-92.76083747,33
Missouri,US,37.38489388,-89.6843587,36
Missouri,US,36.94160441,-90.96051322,3
Missouri,US,38.64789422,-94.353399,53
Missouri,US,37.72391475,-93.85445441,5
Missouri,US,39.51499357,-92.9629191,4
Missouri,US,36.9711783,-93.18537118,19
Missouri,US,40.41040752,-91.73661677,1
Missouri,US,39.31132056,-94.41850862,59
Missouri,US,39.6013098,-94.40465394,11
Missouri,US,38.50455671,-92.27860244,46
Missouri,US,38.844478,-92.80896081,4
Missouri,US,37.97663738,-91.30528104,6
Missouri,US,37.6811355,-93.02127031,2
Missouri,US,39.96145298,-93.98519678,2
Missouri,US,39.89201062,-94.40476508,3
Missouri,US,36.27167174,-90.09122243,19
Missouri,US,38.41127108,-91.07522826,99
Missouri,US,38.43947277,-91.50847147,2
Missouri,US,40.21097916,-94.40944419,1
Missouri,US,37.2575872,-93.34230916,90
Missouri,US,40.35570088,-93.99222144,6
Missouri,US,38.38482826,-93.79293734,6
Missouri,US,40.09799248,-95.2163888,1
Missouri,US,39.1435761,-92.69756691,2
Missouri,US,36.77383887,-91.88683935,5
Missouri,US,37.55487945,-90.7735296,2
Missouri,US,39.01002188,-94.34724536,271
Missouri,US,37.20351921,-94.34050458,28
Missouri,US,38.25926778,-90.53870896,222
Missouri,US,38.74719601,-93.80691168,50
Missouri,US,39.06986886,-93.78076396,30
Missouri,US,39.05345619,-90.95588181,56
Missouri,US,39.87001769,-93.10704106,5
Missouri,US,39.78110272,-93.54645978,2
Missouri,US,36.62869595,-94.34867205,4
Missouri,US,39.83049768,-92.56453089,2
Missouri,US,37.47865134,-90.3467143,1
Missouri,US,38.16193985,-91.92249662,2
Missouri,US,38.21450288,-92.42610898,1
Missouri,US,38.63571781,-92.57976951,39
Missouri,US,38.94022054,-91.47000721,7
Missouri,US,38.4181765,-92.88791859,2
Missouri,US,36.59666326,-89.66070007,9
Missouri,US,36.90519407,-94.3394104,9
Missouri,US,40.36079813,-94.88133008,3
Missouri,US,36.68710164,-91.4033755,1
Missouri,US,38.46036182,-91.8613635,4
Missouri,US,36.2130572,-89.78742322,13
Missouri,US,37.70660776,-89.82741088,41
Missouri,US,38.72798918,-93.28471706,13
Missouri,US,37.87736118,-91.79351727,1
Missouri,US,39.34310674,-91.16980779,6
Missouri,US,39.38154439,-94.77068479,27
Missouri,US,37.6162296,-93.39828174,1
Missouri,US,37.82462075,-92.20783203,31
Missouri,US,39.52817427,-91.51838643,1
Missouri,US,39.44007257,-92.4971374,8
Missouri,US,39.3537468,-93.98905745,7
Missouri,US,37.36085952,-90.97009925,2
Missouri,US,36.65460667,-90.85990261,4
Missouri,US,38.77875681,-90.66662425,458
Missouri,US,38.03699437,-93.77631447,2
Missouri,US,37.89090059,-90.1949941,7
Missouri,US,37.81214171,-90.47598685,24
Missouri,US,38.63770039999999,-90.4458375,2289
Missouri,US,39.13734288,-93.20259964,67
Missouri,US,40.45214695,-92.14709064,4
Missouri,US,37.05588075,-89.56474493,51
Missouri,US,39.79742518,-92.07634971,1
Missouri,US,36.85571651,-89.9444155,18
Missouri,US,36.75000327,-93.45256475,3
Missouri,US,36.65465345,-93.04075153,9
Missouri,US,37.8457799,-94.34127305,4
Missouri,US,38.76529479,-91.16124662,22
Missouri,US,37.96130078,-90.87948158,5
Missouri,US,37.2813734,-92.876329,10
Missouri,US,40.47945588,-94.42328751,1
Missouri,US,37.27029221,-92.46914488,9
Missouri,US,38.63555736,-90.24349225,859
Montana,US,45.13434354,-112.8984694,1
Montana,US,45.42335905,-107.492347,3
Montana,US,46.33277565,-111.4955813,4
Montana,US,45.22850116,-109.0274047,6
Montana,US,47.30797024,-111.3467922,13
Montana,US,46.05953325,-113.073353,3
Montana,US,48.29575866,-114.0520569,37
Montana,US,45.54486106,-111.1692571,143
Montana,US,48.70513576,-112.9934235,4
Montana,US,46.3816474,-109.1768522,3
Montana,US,48.62879827,-110.1129252,1
Montana,US,46.14907081,-112.094396,2
Montana,US,47.64514965,-114.0898013,5
Montana,US,47.12610041,-112.394698,16
Montana,US,48.56084317,-111.024307,1
Montana,US,48.54265777,-115.4046155,7
Montana,US,45.30080065,-111.9173017,8
Montana,US,46.59907074,-110.8898557,1
Montana,US,47.03728583,-113.92135079999998,38
Montana,US,46.49684637,-108.39498,1
Montana,US,45.48965095,-110.52643940000002,7
Montana,US,48.22773388,-112.2252703,2
Montana,US,46.08520862,-114.11891640000002,5
Montana,US,47.78668011,-104.5610786,3
Montana,US,48.29607488,-105.0079268,6
Montana,US,45.90018933,-112.6620092,11
Montana,US,45.67071407,-109.3950061,1
Montana,US,48.65577551,-111.6942414,29
Montana,US,45.93955949,-108.2691486,72
Nebraska,US,40.52449420000001,-98.50117804,100
Nebraska,US,42.17695516,-98.0666283,1
Nebraska,US,42.22079243,-103.0878834,1
Nebraska,US,40.85486962,-99.07500296,55
Nebraska,US,41.85056773,-96.32605633,1
Nebraska,US,41.22703692,-97.13106306,1
Nebraska,US,40.90899107,-96.13971217,4
Nebraska,US,42.54502621,-101.1244332,1
Nebraska,US,41.21999357,-102.9941693,4
Nebraska,US,40.52439441,-98.05126296,4
Nebraska,US,41.57486951,-97.0868542,5
Nebraska,US,41.91637624,-96.78730772,2
Nebraska,US,41.39374521,-99.72805369,20
Nebraska,US,42.39040144,-96.56656425,51
Nebraska,US,40.87028216,-99.8201461,172
Nebraska,US,42.49188363,-96.86782408,1
Nebraska,US,41.58071748,-96.65598179,18
Nebraska,US,41.29518299,-96.15085305,291
Nebraska,US,40.17636348,-98.95299073,3
Nebraska,US,40.17642064,-99.91247454,2
Nebraska,US,40.26186809,-96.68946704,28
Nebraska,US,40.51481965,-99.83020279,6
Nebraska,US,40.87257079,-98.50218293,531
Nebraska,US,40.87349452,-98.02099117,20
Nebraska,US,41.2200529,-98.5166499,3
Nebraska,US,40.39257596,-96.26522753,2
Nebraska,US,40.50663314,-98.94877182,4
Nebraska,US,41.19774275,-103.7148131,9
Nebraska,US,42.63758421,-97.89178836,2
Nebraska,US,40.78416049,-96.68777155,85
Nebraska,US,41.04658298,-100.7475374,18
Nebraska,US,41.91676024,-97.6005481,11
Nebraska,US,41.16624273,-98.0374887,9
Nebraska,US,41.71711774,-103.0061405,1
Nebraska,US,41.39750195,-97.99327291,1
Nebraska,US,40.38514847,-95.85433992,1
Nebraska,US,40.64843556,-96.13374142,1
Nebraska,US,40.51156033,-99.41461667,1
Nebraska,US,42.26434853,-97.60122773,1
Nebraska,US,41.57246836,-97.52144359,7
Nebraska,US,41.18813488,-97.56630712,6
Nebraska,US,40.17556879999999,-100.476998,1
Nebraska,US,40.52418865,-97.14085859,8
Nebraska,US,41.11314181,-96.11156432,55
Nebraska,US,41.2278103,-96.63773905,6
Nebraska,US,41.85070896,-103.7080986,22
Nebraska,US,40.87241834,-97.139673,2
Nebraska,US,41.9169835,-97.19394708,2
Nebraska,US,41.52815707,-96.22019892,21
Nebraska,US,42.20934475,-97.11926964,1
Nebraska,US,40.17642643,-98.50019851,2
Nebraska,US,40.87272618,-97.59710186,7
Nevada,US,39.58105744,-118.3394607,3
Nevada,US,36.21458855,-115.0130241,2998
Nevada,US,38.912862,-119.6171333,15
Nevada,US,41.14531606,-115.3577619,12
Nevada,US,41.40692186,-118.1109427,27
Nevada,US,39.01777974,-119.1870479,18
Nevada,US,38.04264256,-116.4722702,28
Nevada,US,40.66562265,-119.6631594,662
Nevada,US,39.44157041,-114.899966,3
Nevada,US,39.15509045,-119.7480219,28
New Hampshire,US,43.51637314,-71.41684235,26
New Hampshire,US,43.87498583,-71.20430216,30
New Hampshire,US,42.92015988,-72.25311043,30
New Hampshire,US,44.69063265,-71.30633239,2
New Hampshire,US,43.93779815,-71.82057197,45
New Hampshire,US,42.91537785,-71.7200253,604
New Hampshire,US,43.29662971,-71.6811573,96
New Hampshire,US,42.98499744,-71.12883377,489
New Hampshire,US,43.291833,-71.02336013,111
New Hampshire,US,43.36094111,-72.22203125,10
New Jersey,US,39.47538693,-74.65848483,410
New Jersey,US,40.96010917,-74.07164325,13011
New Jersey,US,39.87681124,-74.66927768,1663
New Jersey,US,39.80343818,-74.96388753,2255
New Jersey,US,39.15008829,-74.80170244,212
New Jersey,US,39.37199394,-75.10712559,338
New Jersey,US,40.78681335,-74.24657979,10729
New Jersey,US,39.71581067,-75.13995546,770
New Jersey,US,40.73766234,-74.07515667,11150
New Jersey,US,40.56335249,-74.91284156,419
New Jersey,US,40.28047017,-74.70479631,2591
New Jersey,US,40.43629879,-74.41426991,8346
New Jersey,US,40.26549699,-74.22240686,4787
New Jersey,US,40.86095313,-74.54553709999998,4236
New Jersey,US,39.8895449,-74.28089251,4868
New Jersey,US,41.03238628,-74.29954144,8479
New Jersey,US,39.58719656,-75.34696629999998,120
New Jersey,US,40.56465737,-74.61683016,2488
New Jersey,US,41.13891592,-74.69118243,680
New Jersey,US,40.65835409,-74.30680092,9972
New Jersey,US,40.85951833,-74.99556527,613
New Mexico,US,35.05163625,-106.6703554,566
New Mexico,US,33.91514144,-108.4046587,1
New Mexico,US,33.36406072,-104.4665365,21
New Mexico,US,34.91131525,-107.998876,33
New Mexico,US,36.60569702,-104.64726740000002,5
New Mexico,US,34.57421077,-103.3468876,10
New Mexico,US,32.35275771,-106.8329387,73
New Mexico,US,32.47167456,-104.3053527,10
New Mexico,US,32.73911281,-108.3827845,14
New Mexico,US,34.86319296,-104.790669,1
New Mexico,US,32.79215361,-103.4123733,2
New Mexico,US,33.74526079,-105.4586166,1
New Mexico,US,35.86631386,-106.3134985,6
New Mexico,US,32.18179341,-107.75088259999998,3
New Mexico,US,35.58007720000001,-108.262245,416
New Mexico,US,32.61348406,-105.7417604,3
New Mexico,US,35.10403332,-103.5481727,3
New Mexico,US,36.51072137,-106.6931674,11
New Mexico,US,34.02097406,-103.4799493,1
New Mexico,US,35.68862401,-106.8687803,317
New Mexico,US,36.50838318,-108.320437,293
New Mexico,US,35.48014807,-104.8163562,2
New Mexico,US,35.50708973,-105.9774716,86
New Mexico,US,34.00715494,-106.9298354,31
New Mexico,US,36.58006022,-105.6310198,16
New Mexico,US,34.64048375,-105.8508949,13
New Mexico,US,34.71669834,-106.8103733,33
New York,US,42.60060306,-73.97723916,687
New York,US,42.25748406,-78.02750466,30
New York,US,42.15903158,-75.81326086,199
New York,US,42.24778241,-78.67923096,34
New York,US,42.91261714,-76.55731592,36
New York,US,42.22769210000001,-79.36691763,25
New York,US,42.13891056,-76.7638805,73
New York,US,42.49430041,-75.60887553,78
New York,US,44.74530905,-73.67875352,51
New York,US,42.24819348,-73.63089095,111
New York,US,42.59509207,-76.07048931,25
New York,US,42.19837623,-74.96709306,49
New York,US,41.76486060000001,-73.74356679,2284
New York,US,42.76249024,-78.73063652,2192
New York,US,44.11630765,-73.77297842,20
New York,US,44.59040891,-74.29926032,13
New York,US,43.11363907,-74.41798804,27
New York,US,43.0022601,-78.19135193,119
New York,US,42.275797,-74.12384884,86
New York,US,43.66146647,-74.49721957,3
New York,US,43.42034246,-74.96145307,49
New York,US,44.04200959,-75.94653457,54
New York,US,43.7844157,-75.44903992,9
New York,US,42.72596275,-77.77966158,39
New York,US,42.91653905,-75.67266639,117
New York,US,43.14638895,-77.69322942,1054
New York,US,42.90123494,-74.44011632,35
New York,US,40.74066522,-73.58941873,30677
New York,US,40.76727260000001,-73.97152637,141235
New York,US,43.19898042,-78.74777412,255
New York,US,43.24375382,-75.43710392,279
New York,US,43.00491923,-76.19971155,646
New York,US,42.85145728,-77.30874425,71
New York,US,41.40337468,-74.30240757,6514
New York,US,43.2516977,-78.2320066,46
New York,US,43.42778894,-76.14635194,52
New York,US,42.63492579,-75.03151402,49
New York,US,41.42630093,-73.74965532,778
New York,US,42.71348136,-73.51089874,186
New York,US,41.15027894,-74.02560498,9457
New York,US,44.4976179,-75.06550039,110
New York,US,43.10904162,-73.86653895,254
New York,US,42.81668777,-74.05278291,295
